0,0,3839.002514095008
0,1,-959.2510619630556
0,30,-959.2510619630556
1,0,-959.2510619630556
1,1,3833.009794547678
1,2,-957.2538353107835
1,31,-957.75366190439
2,1,-957.2538353107835
2,2,3823.0288570755183
2,3,-954.2605932269756
2,32,-955.2597263483688
3,2,-954.2605932269756
3,3,3809.070086769063
3,4,-950.2744501575557
3,33,-951.7718502162214
4,3,-950.2744501575557
4,4,3791.148007624056
4,5,-945.2995536544721
4,34,-947.293662616887
5,4,-945.2995536544721
5,5,3769.281267429344
5,6,-939.3410800602
5,35,-941.8298230709543
6,5,-939.3410800602
6,6,3743.4926183639927
6,7,-932.4052291217964
6,36,-935.3860166624653
7,6,-932.4052291217964
7,7,3713.8088933238123
7,8,-924.4992175401097
7,37,-927.9689481236277
8,7,-924.4992175401097
8,8,3680.260978001934
8,9,-915.631271460857
8,38,-919.5863348585918
9,8,-915.631271460857
9,9,3642.8837787524753
9,10,-905.8106179153804
9,39,-910.2468989135492
10,9,-905.8106179153804
10,10,3601.7161862707426
10,11,-895.0474752199908
10,40,-899.9603579015089
11,10,-895.0474752199908
11,11,3556.801035127755
11,12,-883.3530423438866
11,41,-888.7374148911944
12,11,-883.3530423438866
12,12,3508.1850592011924
12,13,-870.7394872567094
12,42,-876.5897472705809
13,12,-870.7394872567094
13,13,3455.9188430491467
13,14,-857.219934267864
13,43,-863.5299945966605
14,13,-857.219934267864
14,14,3400.056769277272
14,15,-842.8084503707721
14,44,-849.5717454440778
15,14,-842.8084503707721
15,15,3340.6569619540874
15,16,-827.5200306062717
15,45,-834.7295232663207
16,15,-827.5200306062717
16,16,3277.781226133323
16,17,-811.3705824603898
16,46,-819.018771284176
17,16,-811.3705824603898
17,17,3211.494983546223
17,18,-794.3769093127216
17,47,-802.4558364171729
18,17,-794.3769093127216
18,18,3141.8672045307267
18,19,-776.5566929526416
18,48,-785.0579522747374
19,18,-776.5566929526416
19,19,3068.9703362683504
19,20,-757.9284751815333
19,49,-766.8432212247502
20,19,-757.9284751815333
20,20,2992.880227403435
20,21,-738.5116385201843
20,50,-747.8305955581686
21,20,-738.5116385201843
21,21,2913.676049123207
21,22,-718.3263860414191
21,51,-728.0398577693109
22,21,-718.3263860414191
22,22,2831.4402127807452
22,23,-697.3937203489534
22,52,-707.4915999723182
23,22,-697.3937203489534
23,23,2746.258284146592
23,24,-675.7354217243426
23,53,-686.207202475216
24,23,-675.7354217243426
24,24,2658.2188943782085
24,25,-653.3740254647616
24,54,-664.2088115338626
25,24,-653.3740254647616
25,25,2567.41364779992
25,26,-630.3327984351984
25,55,-641.5193163089358
26,25,-630.3327984351984
26,26,2473.9370265893067
26,27,-606.6357148594549
26,56,-618.162325049935
27,26,-606.6357148594549
27,27,2377.886292469204
27,28,-582.3074313751471
27,57,-594.162140530973
28,27,-582.3074313751471
28,28,2279.361385507612
28,29,-557.3732613786589
28,58,-569.5437347639225
29,28,-557.3732613786589
29,29,2178.464820130804
29,59,-544.3327230152249
30,0,-959.2510619630556
30,30,3833.009794547678
30,31,-957.75366190439
30,60,-957.2538353107835
31,1,-957.75366190439
31,30,-957.75366190439
31,31,3827.0264296927303
31,32,-955.7595529419752
31,61,-955.7595529419752
32,2,-955.2597263483688
32,31,-955.7595529419752
32,32,3817.061072559179
32,33,-952.7709833376146
32,62,-953.2708099312208
33,3,-951.7718502162214
33,32,-952.7709833376146
33,33,3803.124092026334
33,34,-948.7910626755526
33,63,-949.7901957969457
34,4,-947.293662616887
34,33,-948.7910626755526
34,34,3785.229989417843
34,35,-943.8239320333691
34,64,-945.3213320920346
35,5,-941.8298230709543
35,34,-943.8239320333691
35,35,3763.3973834131775
35,36,-937.8747596732196
35,65,-939.8688686356344
36,6,-935.3860166624653
36,35,-937.8747596732196
36,36,3737.648990675032
36,37,-930.9497356642966
36,66,-933.4384786750508
37,7,-927.9689481236277
37,36,-930.9497356642966
37,37,3708.0116022128122
37,38,-923.0560654421098
37,67,-926.0368529827786
38,8,-919.5863348585918
38,37,-923.0560654421098
38,38,3674.5160555067873
38,39,-914.201962311284
38,68,-917.6716928948018
39,9,-910.2468989135492
39,38,-914.201962311284
39,39,3637.197202421923
39,40,-904.3966388996777
39,69,-908.3517022974124
40,10,-899.9603579015089
40,39,-904.3966388996777
40,40,3596.0938729447803
40,41,-893.6502975727125
40,70,-898.0865785708812
41,11,-888.7374148911944
41,40,-893.6502975727125
41,41,3551.2488347812023
41,42,-881.9741198178889
41,71,-886.8870024994067
42,12,-876.5897472705809
42,41,-881.9741198178889
42,42,3502.708748856842
42,43,-869.3802546105319
42,72,-874.7646271578398
43,13,-863.5299945966605
43,42,-869.3802546105319
43,43,3450.5241207668123
43,44,-855.8818057728743
43,73,-861.7320657867457
44,14,-849.5717454440778
44,43,-855.8818057728743
44,44,3394.749248225002
44,45,-841.4928183396264
44,74,-847.8028786684229
45,15,-834.7295232663207
45,44,-841.4928183396264
45,45,3335.442164567703
45,46,-826.228263944225
45,75,-832.9915590175307
46,16,-819.018771284176
46,45,-826.228263944225
46,46,3272.6645783703684
46,47,-810.1040252409592
46,76,-817.3135179010083
47,17,-802.4558364171729
47,46,-810.1040252409592
47,47,3206.4818092402957
47,48,-793.1368793791888
47,77,-800.785068202975
48,18,-785.0579522747374
48,47,-793.1368793791888
48,48,3136.9627198520693
48,49,-775.344480546846
48,78,-783.4234076512971
49,19,-766.8432212247502
49,48,-775.344480546846
49,49,3064.1796442964624
49,50,-756.7453416013853
49,79,-765.246600923481
50,20,-747.8305955581686
50,49,-756.7453416013853
50,50,2988.208312817361
50,51,-737.3588148072951
50,80,-746.2735608505118
51,21,-728.0398577693109
51,50,-737.3588148072951
51,51,2909.1277730150096
51,52,-717.2050717002098
51,81,-726.524028738194
52,22,-707.4915999723182
52,51,-717.2050717002098
52,52,2827.0203075975814
52,53,-696.3050820985808
52,82,-706.0185538264724
53,23,-686.207202475216
53,52,-696.3050820985808
53,53,2741.971348766634
53,54,-674.680592284736
53,83,-684.7784719081008
54,24,-664.2088115338626
54,53,-674.680592284736
54,54,2654.0693893255457
54,55,-652.3541023780367
54,84,-662.8258831289103
55,25,-641.5193163089358
55,54,-652.3541023780367
55,55,2563.4058906034184
55,56,-629.3488429236725
55,85,-640.1836289927734
56,26,-618.162325049935
56,55,-629.3488429236725
56,56,2470.0751872902506
56,57,-605.6887507214531
56,86,-616.8752685951905
57,27,-594.162140530973
57,56,-605.6887507214531
57,57,2374.1743892824024
57,58,-581.3984439197482
57,87,-592.9250541102283
58,28,-569.5437347639225
58,57,-581.3984439197482
58,58,2275.8032806404735
58,59,-556.5031964004884
58,88,-568.3579055563142
59,29,-544.3327230152249
59,58,-556.5031964004884
59,59,2175.064215764738
59,89,-543.1993848671441
60,30,-957.2538353107835
60,60,3823.0288570755183
60,61,-955.2597263483688
60,90,-954.2605932269756
61,31,-955.7595529419752
61,60,-955.2597263483688
61,61,3817.061072559179
61,62,-953.2708099312208
61,91,-952.7709833376146
62,32,-953.2708099312208
62,61,-953.2708099312208
62,62,3807.1216646435455
62,63,-950.290022390552
62,92,-950.290022390552
63,33,-949.7901957969457
63,62,-950.290022390552
63,63,3793.22097520796
63,64,-946.3204652134278
63,93,-946.8202918070341
64,34,-945.3213320920346
64,63,-946.3204652134278
64,64,3775.3734678154556
64,65,-941.3662686943
64,94,-942.3654018156931
65,35,-939.8688686356344
65,64,-941.3662686943
65,65,3753.597712663531
65,66,-935.4325876374656
65,95,-936.9299876961311
66,36,-933.4384786750508
66,65,-935.4325876374656
66,66,3727.9163672619966
66,67,-928.5255959935328
66,96,-930.5197049559476
67,37,-926.0368529827786
67,66,-928.5255959935328
67,67,3698.3561528580067
67,68,-920.6524804354706
67,97,-923.1412234462249
68,38,-917.6716928948018
68,67,-920.6524804354706
68,68,3664.947826632802
68,69,-911.8214328809303
68,98,-914.802220421599
69,39,-908.3517022974124
69,68,-911.8214328809303
69,69,3627.7261496990923
69,70,-902.041641968616
69,99,-905.5113725521338
70,40,-898.0865785708812
70,69,-902.041641968616
70,70,3586.7298509323828
70,71,-891.3232834975755
70,100,-895.2783468953103
71,41,-886.8870024994067
71,70,-891.3232834975755
71,71,3542.0015866738668
71,72,-879.6775098393578
71,101,-884.1137908375264
72,42,-874.7646271578398
72,71,-879.6775098393578
72,72,3493.5878963468226
72,73,-867.1164383340536
72,102,-872.0293210155716
73,43,-861.7320657867457
73,72,-867.1164383340536
73,73,3441.539154032696
73,74,-853.6531386822945
73,103,-859.0375112296023
74,44,-847.8028786684229
74,73,-853.6531386822945
74,74,3385.9095160572433
74,75,-839.3016193463271
74,104,-845.1518793601987
75,45,-832.9915590175307
75,74,-839.3016193463271
75,75,3326.756864641282
75,76,-824.0768129743138
75,105,-830.3868733031103
76,46,-817.3135179010083
76,75,-824.0768129743138
76,76,3264.142747674676
76,77,-807.9945608630239
76,106,-814.7578559363296
77,47,-800.785068202975
77,76,-807.9945608630239
77,77,3198.132314676215
77,78,-791.0715964750833
77,107,-798.2810891351324
78,48,-783.4234076512971
78,77,-791.0715964750833
78,78,3128.7942490060314
78,79,-773.3255280279323
78,108,-780.9737168517186
79,49,-765.246600923481
